"","text","sentiment"
"241","We are trying to not be known as Despicable Airlines in light of recent events but our agents arent helpingWe apologize DeltaAirlines","Negative"
"242","RT jackiesmckinley Boycott Delta for having incompetent flight attendants Despicable what that did to that family��DeltaAirlines I will","Very Negative"
"243","spiritairlinesDEAR SPIRIT PILOTS We would like to thank you for taking the heat off of us Keep it up httpstcoE7wwhrjbvc","Positive"
"244","Never heard of spiritairlines but DeltaAirlines is a weekly nightmare for my hubby httpstcoQsjVQYLrB6","Negative"
"245","Shame on deltaairlines for kicking off the family because they purchased a seat for their two year old  noDelta","Negative"
"246","RT BeingFarhad DeltaAirlines Delta is disgusting as united amp AmericanAir  Kicks off an infant amp family for overbooked flight WorstA","Negative"
"247","I will never ever ever fly DeltaAirlines again even if that means that I have to cancel a trip And httpstcob6mUrAEkUt","Neutral"
"248","RT stephenWalt Why cant airlines provide accurate info on delays even when the news is bad DeltaAirlines","Negative"
"249","Why cant airlines provide accurate info on delays even when the news is bad DeltaAirlines","Negative"
"250","RT keithjbradshaw A big week ahead for UBC amp our client in USA Very exciting times sagesummit marketingjedi deltaairlines daa dub","Positive"
"251","A big week ahead for UBC amp our client in USA Very exciting times sagesummit marketingjedi deltaairlines daa httpstcoRlb7rhU7XY","Positive"
"252","RT NauluSione Threatening a family with jail and foster home cause youre breaking Federal regulations WORD DeltaAirlines stop overb","Very Negative"
"253","Delta $DAL So the flight was overbooked Delta fesses up DeltaAirlines Delta httpstcoWXPYhm4alX","Neutral"
"254","Delta DeltaAssist DeltaAirlines my wife and I are still awaiting resolution for EpicFail 15 year anniversary flight debacle","Negative"
"255","Go and Check it outDeltaAirlines Boxing Podcast TuneIn httpstco0Fka6wzTBA","Neutral"
"256","Cap George  DeltaAirlines flight 2390 TRULLY made the day 40+ years safely flying all over the world �� and assured to fly mesafe to FLL","Neutral"
"257","Ready for my trip to the greatwhitenorth toronto deltaairlines uspassport rhap livekia httpstcoYTSI6BZHao","Neutral"
"258","RT BeingFarhad DeltaAirlines Delta is disgusting as united amp AmericanAir  Kicks off an infant amp family for overbooked flight WorstA","Negative"
"259","RT MRAMarketing DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline UnitedAirlines http","Negative"
"260","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"261","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"262","Delta over heard this and bought us full paid tickets that got us on a plane within the hour DeltaAirlines","Neutral"
"263","United Delta Spirit it is not good times in airline PR unitedairlines DeltaAirlines spiritairlines","Neutral"
"264","On board Leaving soon DeltaAirlines","Neutral"
"265","RT drehunt20 Delta Airlines I saw that video about your people kicking that family off the plane and thats bullshitdontFly DeltaAirl","Neutral"
"266","RT 7Sevianz UnitedAnother one American AirlinesAnother one DeltaAirlines","Neutral"
"267","RT oktweeterp8ed Its time to dump DeltaAirlines  and unitedAIRLINES  stock Enough already","Neutral"
"268","So  no to spiritairlines and no to UnitedAirlines and no to deltaairlines  so who will you fly with ","Negative"
"269","Watch how this Delta Airlines agent deals with an angry customer Delta DeltaAirlineshttpstcoc4DJWI92mh","Negative"
"270","RT BreSkittyHere AmericanAirlines kicks blind woman and guide dog off planeunitedairlines beats up doctor and kicks off planeDel","Negative"
"271","At deltaairlines and LAX how about you find a gate for Delta 5708 The tour around the airport was fun but Im ready to be done","Positive"
"272","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"273","Delta U should be ashamed how u handled that family 2 babies threats of jail no place 2 go middle of the night U disgust me DeltaAirlines","Neutral"
"274","Delta Cancels Media Day At Last Minute Afraid to Face the Press  View from the Wing DeltaAirlines  httpstcoFnBMM4UdTV","Negative"
"275","In the wake of bad media concerning airlines customer service DeltaAirlines axes International Media Day ❤DeltahttpstcosurMGbP0XX","Negative"
"276","Terrible customer service at  DeltaAirlines very disappointed","Very Negative"
"277","DeltaAirlines stop your rogue employee at LGA and take care of your passengers Give them hotel rooms","Negative"
"278","DeltaAirlines has so many great associates and one at LGA lies to a plane load of fliers and takes down  DeltaAirlines  great reputation","Neutral"
"279"," On the phone Delta  admits their reps at lga are lying and not providing hotelsfor the lga to MSN passangers deltalying DeltaAirlines","Neutral"
"280","RT MRAMarketing DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline UnitedAirlines http","Negative"
"281","Well I know Ill never fly Delta �������� maybe ever with how airlines are treating people and their young children DeltaAirlines","Neutral"
"282","Heres to grouchy flight attendants flying from the DR to Boston Whatever happened to customer service and friendly skies deltaairlines","Neutral"
"283","Stuck in La Guardia airport overnight even though weather is fine in New York DeltaAirlines deltasucks deltahasawfulcustomerservice","Neutral"
"284","Delta deltaairlines  I tried to hold it A Delta passenger said he was kicked off a plane for using the restroom httpstcoNaJ52Zi1aa","Neutral"
"285","Delta worst airlines so many complaints rude attendantsalways latedeltaairlinesdeltahelpdeskdeltadeltahelpdesk","Very Negative"
"286","Delta is becoming like United but less blood smhDeltaAirlines unitedAIRLINES httpstcoF2kj3a4zoc","Neutral"
"287","DeltaAirlines  trying to change flight website down and been on hold for an hour with 30 min to gocrappyservice Delta","Negative"
"288","Shout out to Delta for upgrading me twice this trip Is grear to feel valued Ill always choose DeltaAirlines","Negative"
"289","TV commercial FAIL for Delta its ad agency and ad production company httpstcoPtK2KfvhyN  Delta DeltaAirlines","Negative"
"290","This Tell them what they want to hear business agents are pulling lately must stop now Will be addressed next in training DeltaAirlines","Neutral"
"291","JetBlue guess im just traveling with you guys from now on DeltaAirlines unitedAIRLINES","Neutral"
"292","We are desperately trying to get out of this PR nightmare we are in Its not happening fast enough Thanks for patience DeltaAirlines","Neutral"
"293","Delta 90k+ miles3 flights booked and I cant check in to tomorrows flight AND Im on standby according to the app HellNo DeltaAirlines","Neutral"
"294","DeltaAirlines no more","Neutral"
"295","No more DeltaAirlines no more Boycott these scam artists Liars each and everyone of them Dont trust a damn thing they say lies","Negative"
"296","This proves our agents are obviously clueless You definitely deserve compensation Extensive agent training is ong httpstcoWA0XibWwT9","Neutral"
"297","DeltaAirlines what a bunch of liars boycott them","Very Negative"
"298","RT triciramirez Delta kicks off passenger for using the bathroom Why is it always a minorityAirlines CorporateAbuse DeltaAirlines","Neutral"
"299","RT THillMedia Another ✈️ debacle this time on DeltaAirlines These companies better figure out overbooked policies FAST Ever heard o","Negative"
"300","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"301","RT mrhahn Delta Oops I did it again  DeltaAirlines Delta httpstcoBfsQYvZp9I","Neutral"
"302","RT shomaristone Family Kicked Off Delta Flight Over Kids Seat They refused to give it up  DeltaAirlines DeltahttpstcofeI9Py5U3d","Negative"
"303","RT RTcom Young family kicked off DeltaAirlines flight in latest overbooking debacle VIDEO httpstcodbSzPH3gt0","Negative"
"304","RT MRAMarketing DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline UnitedAirlines http","Negative"
"305","Thanks deltaairlines  httpstcoyGxENfBvIH","Neutral"
"306","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"307","Support keeps saying all employees are expected to be professional amp courteous Why arent they Time to increase training DeltaAirlines","Very Positive"
"308","Aeromexico and Delta Join Forces httpstcouCIvNHM3w9 airlines aviation DeltaAirlines news business httpstcoIIajq5PUea","Neutral"
"309","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"310","RT MRAMarketing DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline UnitedAirlines http","Negative"
"311","unitedAIRLINES AmericanAirlines DeltaAirlines I support crew amptheir actionswe are here for your safetyact 5be treated like u r 5","Very Positive"
"312","Our agents need 2 put on their listening ears amp actually listen 2 customer concerns 2 reach amicable solutionsWe apologize DeltaAirlines","Neutral"
"313","RT bking21 Delta u can use a car seat You kicked a family off a plane for following FAA rules Will never fly you ever again DeltaAi","Neutral"
"314","Choose the right opt Which airline is the worst in the world A      AmericanAirlines B      unitedAIRLINES C     DeltaAirlines","Neutral"
"315","DeltaAirlines you will never have my business  Disgusting","Negative"
"316","RT MRAMarketing DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline UnitedAirlines http","Negative"
"317","RT sleek429 The DeltaAirlines flight attendant should be fired for threatening that couple with jail time and that their kids would be i","Negative"
"318","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"319","Now you can be beaten up and kicked off a flight for lessAmericanAirlinesunitedAIRLINESDeltaAirlines httpstco9yDAzjD52y","Neutral"
"320","RT BeingFarhad DeltaAirlines Delta is disgusting as united amp AmericanAir  Kicks off an infant amp family for overbooked flight WorstA","Negative"
"321","Our twitter support team is doing great If only our agents and flight attendants would follow their lead Gonna fix that DeltaAirlines","Very Positive"
"322","RT bking21 Delta u can use a car seat You kicked a family off a plane for following FAA rules Will never fly you ever again DeltaAi","Neutral"
"323","Another reason for saying NO to DeltaAirlines ������������ Also those rude employees should get fired asap httpstcor2Y7Yaa7u8","Negative"
"324","DeltaAirlines JFKAirport l THANK YOU to the ticket agents and everyone who helped me catch my flight We always complain when you do WRONG","Very Negative"
"325","RT bking21 Delta u can use a car seat You kicked a family off a plane for following FAA rules Will never fly you ever again DeltaAi","Neutral"
"326","What the heck deltaairlines  My kid is stuck in MKE and getting no information","Negative"
"327","RT sojoelboy Family kicked off plane wo breaking FAADeltaAirlines regulations Disappointing how it was handled by Deltahttpstco","Very Negative"
"328","RT rayLhenderson Delta I will never fly on one of your planes after seeing how you kicked that family with an infant from that plane D","Neutral"
"329","RT sleek429 The DeltaAirlines flight attendant should be fired for threatening that couple with jail time and that their kids would be i","Negative"
"330","RT SThompson909 DeltaAirlines WOW Threatening a family with jail and foster care if they did give up their childs seat they PAID for","Neutral"
"331","RT BreSkittyHere AmericanAirlines kicks blind woman and guide dog off planeunitedairlines beats up doctor and kicks off planeDel","Negative"
"332","RT Morningstaruk DeltaAirlines United Thank God that is over with American Airlines Sorry about all that mess Delta THATS OUR CUE","Very Negative"
"333","AnotherBamaMom ggreenwald airlines are out of control Congress needs to legislate deltaairlines UnitedAirlines","Neutral"
"334","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"335","Slowing down after a long journey from Minneapolisdeltaairlines airbus a330 schiphol httpstcodGwMEeCE5K","Negative"
"336","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"337","RT sojoelboy Family kicked off plane wo breaking FAADeltaAirlines regulations Disappointing how it was handled by Deltahttpstco","Very Negative"
"338","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"339","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"340","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"341","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"342","deltaairlines even with following all procedures for a nut allergy and advising the flight attendant as I board nuts were still served","Very Negative"
"343","These airlines should learn how to value their customers Really disappointed with deltaairlines","Negative"
"344","Sometimes it pays off to be poor AmericanAirlines unitedairlines DeltaAirlines httpstcoinMWbcB9gc","Negative"
"345","This Shoot now cover up later attitude of agents needs to stop now We are addressing this in their training this week DeltaAirlines","Neutral"
"346","unitedAIRLINES DeltaAirlines AmericanAirlines treat their customers like American Police treat black suspects Shoot first cover up later","Positive"
"347","RT loverboyfresh Brian and family wife and 2 infants flew Delta paid for their seats got kicked off Hope you guys returned home safe","Positive"
"348","httpstcoKEzh4oKmOc Wow DeltaAirlines the advertising company that you use isnt very good is it","Very Positive"
"349","All of these airlines overbooking and treating their customers like garbage got me thinking deltaairlines httpstcoHoUfaiTaq7","Neutral"
"350","RT sonsucontrols aircanada utlimately delivers DeltaAirlines disappoints delayedbaggage  three times in a week  see image for good","Neutral"
"351","There goes deltaairlines again enforcing their blue carpet policy Way to humiliate a customer httpstcoQo9CBqjtq1","Negative"
"352","Watch how this Delta Airlines agent deals with an angry customer Delta DeltaAirlineshttpstco1NF2GV2uJc","Negative"
"353","Unfuckingbelieveable Family with young children kicked off a DeltaAirlines with nowhere to go video  httpstcolSFRbEBYzT   Delta","Neutral"
"354","We would like to take a moment to sincerely apologize to all customers affected by our misguided agents We must do better DeltaAirlines","Positive"
"355","Why are we partnering with aeromexico during a customer care crisis I hope the CEO knows what he is doing DeltaAirlines","Negative"
"356","RT TheShadeRoom PressPlay Passenger AdamSaleh claims that he was kicked off of his DeltaAirlines flight for speaking Arabic httpst","Neutral"
"357","Delta Airlines new infomercial DeltaAirlines deltafail httpstcoycK03nSdMh","Neutral"
"358","aircanada utlimately delivers DeltaAirlines disappoints delayedbaggage  three times in a week  see image for httpstcoqGD4Ot6XUL","Negative"
"359","RT LoneyComm Another perfect example of why IT Disaster Recovery is so important   Deltaairlines  DeltaDown","Neutral"
"360","New podcast is up httpstcoF2EX7YwkQW churchlife nerdlife Bible trump religiousfreedom deltaairlines httpstcoRiofP1l6hY","Neutral"
"361","Inspirational flight DeltaAirlines httpstcobCq797iU9H","Neutral"
"362","Trying to decide if I want to be frugal and fly with just the free carry on and personal or check a larger bag FirstFlight DeltaAirlines","Very Positive"
"363","Flying DeltaAirlines today hopefully we have people that need to be pulled from our flight  Steelers GoSteelers SteelerNation","Neutral"
"364","Drive 2017 Lets go deltaairlines costarica���� atlanta drive17 httpstcoVwgZeSFMNr","Neutral"
"365","Other airlines may beat doctors Delta gives my wife a cupcake for her birthday deltaairlines amazing team at th httpstcoZZBKonRfEd","Negative"
"366","RT JulieHabberfie2 DeltaAirlines HORRIBLE experience No alert that flight was cancelled No help rebooking Stranded at JFK for 2 days","Neutral"
"367","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"368","DeltaAirlines oh I understand Now you can charge me $75 dollars for a new tick plus the 25 dollar bag fee of course","Neutral"
"369","Sky view of Tuscany Florence deltaairlines airfrance  Tuscany httpstcoVMBNYTreck","Neutral"
"370","Aeromexico and Delta launch longsought joint venture DeltaAirLines httpstco8gy05w8bVL","Neutral"
"371","DeltaAirlines one hour bag check in is total crap My flight leaves in 40 minutes WTF","Negative"
"372","RT DJUNEEKbkny Dear JetBlue as you can see deltaairlines and UnitedAirlines are clearly screwing up take advantage and be the airline","Positive"
"373","The Top 10 IT fixes DeltaAirLines needs to do or at least we wish they would do  Renés Points httpstcohsOM7gy95t","Neutral"
"374","RT Ianhauer88 United We threw a doctor off our planeDelta glances around spies babyDelta Hold my beerDeltaAirlines","Neutral"
"375","The way DeltaAirlines dealt with the situation was disgusting Father We have no where to go Flight attendant Not our problem","Neutral"
"376","Annnnnnnnd theyre deplaning�� because ofoh wait NONE of us actually know why Delta DeltaAssist httpstcoTdfWXRlHU2","Neutral"
"377","Oh wait a minutepaperwork issues just turned into a security issue �� Whats up Delta DeltaAssist Mixed messages DeltaAirlines","Very Negative"
"378","NEVER heard of paperwork issuesvery vague DeltaAssist Delta Now they may deplane those that have already boarded�� DeltaAirlines","Negative"
"379","Solution for DeltaAirlines Advertise yourself as the exclusive airline of masochists everywhere","Neutral"
"380","Paperwork Issue ��  Wonder if delta or DeltaAssist can tell me what that means Wont allow ppl to board vague DeltaAirlines","Negative"
"381","The latest on DeltaAirlines and how backlash of a viral video forced the company to scrap a promotional event NOW on abccolumbia GMC","Very Negative"
"382","RT prospectpointe Ok for the next time Delta Airlines should give us a diaper before the take off deltaairlines httpstcoRxZqcD1","Neutral"
"383","RT farrukhmpk 3rd case in a month This time threatening with prison Hope family sues DeltaAirlines So much arrogance  httpstco","Very Negative"
"384","Thank you to viator amp delta for bringing me to Tulum Ruins QuintanaRoo Mexico ���� flydelta DeltaAirlines httpstcoZ2fyAMLiMM","Negative"
"385","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"386","RT Ianhauer88 United We threw a doctor off our planeDelta glances around spies babyDelta Hold my beerDeltaAirlines","Neutral"
"387","RT Morningstaruk DeltaAirlines United Thank God that is over with American Airlines Sorry about all that mess Delta THATS OUR CUE","Very Negative"
"388","RT rahrahbarta123 Also calling bs on deltaairlines saying car seats arent allow for infants FAA says its the safest way httpstc","Negative"
"389","DeltaAirlines should grant lounge access for 1st class from Boston to Hawaii or other long domestic flights","Neutral"
"390","RT Ianhauer88 United We threw a doctor off our planeDelta glances around spies babyDelta Hold my beerDeltaAirlines","Neutral"
"391","delta  seriously  No curbside checkin one agent checking in a huge group in Sky Priority line 4AM traffic jam SLOW  DeltaAirlines dfw","Neutral"
"392","DeltaAirlines kicks US family off flight after row over toddler Another PR disaster for an airline httpstcoy3hLbdrCUb","Negative"
"393","RT mrhahn Delta Oops I did it again  DeltaAirlines Delta httpstcoBfsQYvZp9I","Neutral"
"394","RT iamdankaufman Going where the climate suits my clothes Delta deadandcompany mondaymotivation Travel sunset sunsets adventure D","Neutral"
"395","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"396","tradeflights Name and shame deltaairlines","Negative"
"397","Flight to Los Angeles delayed by 3 hours Flight back to Denver delayed by 5 hours and change deltaairlines tired lostluggage pissed","Very Negative"
"398","DeltaAirlines Iam disgusted by the way you have treated a family You need to Retrain your staff Truly makes me so angry","Very Negative"
"399","httpstcoTm1alCZDCy this is pretty disgusting customer service DeltaAirlines","Neutral"
"400","RT BelTel DeltaAirlines sorry after couple with toddlers removed from flight after being told kids will be put into care httpstco","Negative"
"401","WTF Delta time to READ your own policy Will drive before flying DeltaAirlines Lifetime Boycott   httpstcoBPt2oDw2lU","Negative"
"402","Flight attendant threatens jail for parents amp Foster care for their children �� DeltaAirlines look up FAA httpstcoDLHv5Umyg5","Neutral"
"403","RT MNLatikka lol People trolling Delta airlines is hilarious ������DeltaAirlines BoycottDelta httpstcoZSAizOzEkg","Negative"
"404","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"405","6 hour delay and still on the runway Thanks deltaairlines","Negative"
"406","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"407","RT Morningstaruk DeltaAirlines United Thank God that is over with American Airlines Sorry about all that mess Delta THATS OUR CUE","Very Negative"
"408","RT loverboyfresh Brian and family wife and 2 infants flew Delta paid for their seats got kicked off Hope you guys returned home safe","Positive"
"409","RT BreSkittyHere AmericanAirlines kicks blind woman and guide dog off planeunitedairlines beats up doctor and kicks off planeDel","Negative"
"410","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"411","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"412","Watch how this Delta Airlines agent deals with an angry customer Delta DeltaAirlineshttpstcoO5OysxrNAG","Negative"
"413","Delta airlines creeping delay to over five hours now and my perfect evening flight is now a redeye Frustrated DL5695 deltaairlines","Very Negative"
"414","DeltaAirlines continues unapologetic stance Kicks paying 1st class passengers out into economy class due to plane change EpicFail","Neutral"
"415","RT BreSkittyHere AmericanAirlines kicks blind woman and guide dog off planeunitedairlines beats up doctor and kicks off planeDel","Negative"
"416","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"417","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"418","RT ChrisManno airlines offer cash incentives on full flights strollergate unitedAIRLINES deltaairlines airtravel httpstcoYi","Neutral"
"419","RT RhysDJWilliams Hey Delta  heres the actual federal policy on kids flying and car seats Get a clue deltaairlines httpstcoBA","Neutral"
"420","Delta sends my suitcase to wrong airport then lies when itll arrive here Told 11PM now told 4AM Unacceptable DELTAAIRLINES","Very Negative"
"421","RT Continental1K RandomFact CarmenSandiego was funded for two years 9495 by DAL DeltaAirlines geography avgeek airlines htt","Neutral"
"422","RandomFact CarmenSandiego was funded for two years 9495 by DAL DeltaAirlines geography avgeek airlines httpstco1cFcgyCM7y","Neutral"
"423","DeltaAirlines 6 hrs delay Got my gate w 10 minutes before departure of connecting flight AND DOOR WAS CLOSED AND NO GATE ATTENDANT","Neutral"
"424","Except for a few rogue agentsour training efforts appear to be making a difference Thanks for patience as we make changes DeltaAirlines","Neutral"
"425","DeltaAirlines 2 of 2 experience with JetBlue  I send up for Skymiles and everything Ugh Delta  JetBlue","Negative"
"426","RT RhysDJWilliams Hey Delta  heres the actual federal policy on kids flying and car seats Get a clue deltaairlines httpstcoBA","Neutral"
"427","This public relations nightmare does not appear to be ending any time soon Mobile technology bit us big time DeltaAirlines","Neutral"
"428","And no explanationjust stay quiet and wait  thanks AirFrance DeltaAirlines LucEsprit httpstcosYRSfHsePr","Neutral"
"429","RT Ianhauer88 United We threw a doctor off our planeDelta glances around spies babyDelta Hold my beerDeltaAirlines","Neutral"
"430","RT wheatchow Was there a memo passed out for every airline to just start being psychos this year WHO IS NEXT DeltaAirlines United htt","Neutral"
"431","RT almeshalc My flight got cancelled this evening after a 34 hour delay Now Im stuck in Boston until Monday How could this be Del","Very Negative"
"432","DeltaAirlines   You are disgusting  Almighty dollar is more important than treating the very people who help keep you going with respect","Very Positive"
"433","RT RhysDJWilliams Hey Delta  heres the actual federal policy on kids flying and car seats Get a clue deltaairlines httpstcoBA","Neutral"
"434","Gorgeous afternoon to be flying with deltaairlines httpstcoYDZXqr1UBF","Positive"
"435","Descending through the clouds towards Salt Lake City deltaairlines httpstcoJtn6d3p2CT","Neutral"
"436","Shots out to delta for supporting the movement runwayboyzdeltaairlines atlanta  blockparty httpstcoujX2cJZtAq","Neutral"
"437","DeltaAirlines and United need to learn a lesson in customer service from SouthwestAirlines httpstcoQVnypnN7gT","Neutral"
"438","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"439","RT loverboyfresh Brian and family wife and 2 infants flew Delta paid for their seats got kicked off Hope you guys returned home safe","Positive"
"440","RT BreSkittyHere AmericanAirlines kicks blind woman and guide dog off planeunitedairlines beats up doctor and kicks off planeDel","Negative"
"441","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"442","RT EAPA9999 DeltaAirlinesPapers Papers YOU  PAPERS DONT MATCHJAIL FOR YOU AND YOUR KIDS httpstco2a275XedaY","Neutral"
"443","Waiting flyLAXairport for the next deltaairlines flight Very inpredictable Delta after delay and delay","Very Negative"
"444","Busy day MBJAIRPORT airport SouthwestAirlines caribbean thomsonairways jamaica DeltaAirlines httpstco4Mr4B7t52h","Neutral"
"445","DeltaAirlines kick a toddler out of their seat Then the family off the plane Wont be booking our next family vacation with delta","Neutral"
"446","RT rayLhenderson Delta I will never fly on one of your planes after seeing how you kicked that family with an infant from that plane D","Neutral"
"447","Our agents are brushing up on their people skills and learning to listen more to customers Training is underway now DeltaAirlines","Positive"
"448","RT MikeCarp27 We need to start making flight attendants wear body cams DeltaAirlines","Neutral"
"449","The no turning back approach that yielded no compromise to the Schear family was wrong Our agents can do better Sorry DeltaAirlines","Neutral"
"450","RT MortyFied delta threw these two unruly passengers off a red eye httpstcopSnLzbdJqu DeltaAirlines UnitedAirlines httpstc","Negative"
"451","RT rayLhenderson Delta I will never fly on one of your planes after seeing how you kicked that family with an infant from that plane D","Neutral"
"452","RT asurfingcowboy DeltaAssist DeltaAirlines Delta just unfreaking believable Delta not only an airline but now Judge Jury and execut","Neutral"
"453","RT JimboUnchained Airline Staff Still Unaware that Majority of Passengers Have Phones and Will Film Them Being Twats DeltaAirlines  http","Neutral"
"454","RT sojoelboy Family kicked off plane wo breaking FAADeltaAirlines regulations Disappointing how it was handled by Deltahttpstco","Very Negative"
"455","RT SThompson909 DeltaAirlines WOW Threatening a family with jail and foster care if they did give up their childs seat they PAID for","Neutral"
"456","RT loverboyfresh Brian and family wife and 2 infants flew Delta paid for their seats got kicked off Hope you guys returned home safe","Positive"
"457","RT sleek429 The DeltaAirlines flight attendant should be fired for threatening that couple with jail time and that their kids would be i","Negative"
"458","RT EAPA9999 DeltaAirlinesPapers Papers YOU  PAPERS DONT MATCHJAIL FOR YOU AND YOUR KIDS httpstco2a275XedaY","Neutral"
"459","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"460","Tension amp drama should be avoided at all costs Our agents failed this test miserably We apologize for their actions DeltaAirlines","Very Negative"
"461","Respect and compromise are two things our agents lack Our new training program emphasizes this We hope they get it now DeltaAirlines","Neutral"
"462","It is clear now none of our agents have been trained on properly handling difficult situations This must change Sorry DeltaAirlines","Neutral"
"463","Jenna hun you were simply confused about airline and FAA rules She is getting the much needed training she needs now DeltaAirlines","Negative"
"464","Training is key in light of recent events We sincerely apologize for our agents misjudgements and strive to do better DeltaAirlines","Positive"
"465","At least we now have a great video to use in our new Leadership Training Course that will be required for all agents DeltaAirlines","Positive"
"466","DeltaAirlines No food coupon no entry for 1st class passenger to sky club and no plane  Nice illogical useadifferentplane","Neutral"
"467","DeltaAirlines stuck in Lexington because the door is broken Promised jimmyjohns 3 hours ago Not here Not freakyfast Not happy","Neutral"
"468","This is why I avoid connecting flights  DL2817 further delayed 3 hrs plane stck somwhr  Cant you give us a diff plane DeltaAirlines","Negative"
"469","RT sleek429 The DeltaAirlines flight attendant should be fired for threatening that couple with jail time and that their kids would be i","Negative"
"470","RT anishbhutani Wow Delta your employee breaking your policy Delta DeltaAirlines httpstcoCEurx0S3ew httpstcoIrk3oMd59s","Neutral"
"471","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"472","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"473","A man wife  2 year old infant kicked off of a flight with nowhere to go httpstcoDwam3gGqm4httpstcosaSaM2eFD5 DeltaAirlines","Neutral"
"474","RT surgicalcaps DeltaAirlines threatens A man wife  2 year old and infant kicked off of a DELTA flight with nowhere to go https","Neutral"
"475","RT madpiper65 DeltaAirlines United It would be hard to perform worse than us Delta Here hold my beer","Very Negative"
"476","Warren Buffets bets on American behemothshttpstcoky1Ry3mgLpWarrenBuffett Apple DeltaAirlines","Neutral"
"477","flying deltaairlines to Pittsburgh from Minnesota httpstcoB7GrBJD85P httpstcoTtB49XyDcQ","Neutral"
"478","Their customer relations department is awfulDeltaAirlines httpstcog6oPNpv3xz","Neutral"
"479","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
"480","RT sojoelboy Family kicked off plane wo breaking FAADeltaAirlines regulations Disappointing how it was handled by Deltahttpstco","Very Negative"
"481","Left my Nook in seat of Delta flight Ran  back but gate was closed Rep from next gate retrieved it for me Great service deltaairlines","Neutral"
"482","RT SThompson909 DeltaAirlines WOW Threatening a family with jail and foster care if they did give up their childs seat they PAID for","Neutral"
"483","RT AnotherBamaMom Really DeltaAirlines you join the disgusting ranks of United amp American by kicking off an infant amp family I thought","Negative"
