"","text","sentiment"
"254","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"255","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"256","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"257","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"258","JetBlue Sorry not understanding Is the plane at SFO or somewhere else","Neutral"
"259","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"260","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"261","Im at JetBlue University in Orlando FL httpstcohFy5eF6n9Q","Neutral"
"262","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"263","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"264","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"265","nickgould Flight 616 is awaiting clearance by Air Traffic Control Keep an eye on the status here httpstcodQdn0EjW8y","Neutral"
"266","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"267","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"268","BrandyMi Thanks for sharing Brandy","Neutral"
"269","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"270","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"271","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"272","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"273","511 JetBlue Top 5 Plays Special Delivery 4 Amir BostonCeltics  httpstcor84jduPMqu httpstcolZWIR1uYFo","Neutral"
"274","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"275","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"276","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"277","JetBlue JAXairport thank you Shawn for you assistance on May 9th Very kind and so helpful It was a great start to my trip I♡JetBlue","Very Positive"
"278","JetBlue Do you expect further delays to flight 616 out of SFO Do you know the reason for the delay","Very Negative"
"279","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"280","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"281","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"282","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"283","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"284","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"285","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"286","Hmm last announcement sounded very unsure about 1215p dep time could buy JetBlue ticket at 1207p for $9820 very tempting","Very Negative"
"287","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"288","JetBlue Thanks I was just wondering how I got the Cuban tourist card flying out of FLL We have 1 xBritish amp 1 x Irish passport Thanks","Neutral"
"289","RT AirfareSpot Late Summer Orlando to SanJose CostaRica for $293 RT nonstop JetBlue httpstcoBV24aNc3lO","Neutral"
"290","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"291","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"292","JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstcoKTokmF4Si2","Neutral"
"293","Late Summer Orlando to San Jose Costa Rica for $293 RT nonstop JetBlue httpstcoy6DkMcIuN3","Neutral"
"294","tomstring Hi Tom Give this a look over and let us know if you have any additional questions httpstcomdfkMf725R","Neutral"
"295","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"296","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"297","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"298","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"299","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"300","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"301","Late Summer Orlando to San Jose Costa Rica for $293 RT nonstop JetBlue httpstcoeTQfHi17jC Travel TravelDeal","Neutral"
"302","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"303","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"304"," JetBlue with a timely word httpstcotp7k4tMs2m","Positive"
"305","JetBlue hi I have a general question about travel to Havana Shall I tweet DM or email Cheers Tom","Neutral"
"306","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"307","RT mullenloweus Congrats to our teams in Boston + NY and amgreetings and JetBlue for three pencils at OneShow last night httpstco","Neutral"
"308","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"309","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"310","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"311","steitelb The plane for your flight is delayed leaving a previous airport causing a downline delay Current est departure time 959 pm","Very Negative"
"312","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"313","RT edsalvato Fight for LGBT rights by bidding on hot prizes travelauction httpstcoor8SU48Svy OutRightIntl MAWtravel FlyNorwe","Neutral"
"314","Fight for LGBT rights by bidding on hot prizes travelauction httpstcoor8SU48Svy OutRightIntl MAWtravel httpstco84thzFVgCR","Neutral"
"315","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"316","ScottPhillips25 Sure  httpstcoxSmyP7Lfyg","Neutral"
"317","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"318","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"319","nancyhunt Please DM your confirmation code and well issue you a $15 credit Nancy","Positive"
"320","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"321","JetBlue cancels flight and agents arent able to rebook Spent time arguing with me about JetBlue","Neutral"
"322","Late Summer Orlando to SanJose CostaRica for $293 RT nonstop JetBlue httpstcoBV24aNc3lO","Neutral"
"323","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"324","RT erussell JetBlue moves to T5 at LAX on 17 May httpstco6xjMwRFd6Z Pic Postmove gate assignments in T5 httpstcopkQHF4","Neutral"
"325","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"326","steitelb Whats your flight number","Neutral"
"327","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"328","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"329","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"330","I added a video to a YouTube playlist httpstconMPkByDR0M 511 JetBlue Top 5 Plays Special Delivery 4 Amir","Neutral"
"331","JetBlue At the airport the Just Ask desk in  Boston near C18","Neutral"
"332","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"333","Extremely unhappy with JetBlue Canceled flight Agent very confrontational JetBluefail","Very Negative"
"334","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"335","Congrats to our teams in Boston + NY and amgreetings and JetBlue for three pencils at OneShow last night httpstconvMeNI3rL5","Neutral"
"336","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"337","FancyNancy2222 Darn it Thats frustrating Did you reach out to the crew to see if they could help get the TVs working","Neutral"
"338","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"339","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"340","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"341","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"342","JonnyBrains Were sorry to hear this Jonathan Thanks for sharing your feedback","Negative"
"343","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"344","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"345","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"346","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"347","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"348","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"349","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"350","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"351","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"352","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"353","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"354","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"355","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"356","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"357","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"358","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"359","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"360","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"361","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"362","I  earned many Jetblue badges over the last week but  the Aruba badge is definitely my fave TrueBlueBadges httpstcoSe2N6QBjBX","Neutral"
"363","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"364","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"365","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"366","RT GlobalTravelMgt These are some of the best airlines for customer service httpstcoLWyXMhqco0 httpstcoldpCLkfu6y","Positive"
"367","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"368","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"369","JetBlue can u give me ANY explanation as to why my flight has been delayed nearly 2 hours Flying DCAFLL in a wedding Need 2 get there","Negative"
"370","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"371","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"372","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"373","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"374","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"375","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"376","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"377","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"378","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"379","Full flight JFK gt SRQ httpstcoQr4yAhvhr1","Neutral"
"380","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"381","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"382","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"383","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"384","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"385","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"386","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"387","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"388","JetBlue SherrodbCSN I have always had a nice experience with JetBlue Glad to hear others have as well","Very Positive"
"389","nancyhunt Dang it Were sorry about that Nancy Any chance you could move to another seat  Please check with our crew","Neutral"
"390","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"391","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"392","Gon head foool �� httpstcoexu9P26A0W","Neutral"
"393","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"394","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"395","JetBlue moves to T5 at LAX on 17 May httpstco6xjMwRFd6Z Pic Postmove gate assignments in T5 httpstcopkQHF4AzOu","Neutral"
"396","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"397","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"398","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"399","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"400","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"401","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"402","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"403","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"404","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"405","Win four free JetBlue tickets to anywhere in the Caribbean httpstcoQEQvai5BmY","Very Positive"
"406","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"407","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"408","Dear JetBlue its sad 2 b on the red eye new plane and none of the TVs work in row 15 abc 5117 SFO To BOS","Neutral"
"409","JetBlue11 funny nigga I know right now besides myself waaaaaaab ����������","Neutral"
"410","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"411","Win four free JetBlue tickets to anywhere in the Caribbean httpstcoOyDT1i0Tru","Very Positive"
"412","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"413","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"414","JetBlue Rough morning for BOSDCA travel I appreciate the Mosaic rebook tho Ill still miss my meeting Communication pretty lacking ��","Very Negative"
"415","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"416","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"417","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"418","airlineguys AirlineFlyer flyLAXairport JetBlue Part of a plan on how to spend as much as humanly possible at one airport","Neutral"
"419","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"420","JetBlue For people who have a brand that says fly happy youre not upholding your promise You should be bending httpstcogrMalXNgBp","Neutral"
"421","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"422","RT AirfareSpot FortLauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcokTWGlGMxCb","Neutral"
"423","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"424","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"425","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"426","another united flight and another late arrival with spotty to bad wifi  JetBlue   please add more routes quickly","Very Negative"
"427","JetBlue So apparently there is no way to get my whole family out there  I am literally so disappointed and angry","Neutral"
"428","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"429","RT JoshEstrin Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"430","Fort Lauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcoZ9hZ6YR22G Travel TravelDeal","Neutral"
"431","Always stuff happens  RT JetBlue JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"432","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"433","Check out my TrueBlueBadges Map httpstcosfIsfmd9TK TrueBlueBadges JetBlue Youll look good in blue","Positive"
"434","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"435","SherrodbCSN Woohoo LOVE hearing that Sherrod Wed like to pass along your nice note Were they on the plane or at the airport","Very Positive"
"436","Hey JetBlue you know I love you I am a mosaicand proud of it But I dont seem to get a break on a working TV","Positive"
"437","webby37 Try this link httpstcopzb4s2n1vD We recommend using your browser to translate were using Chrome","Positive"
"438","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"439","Win four free JetBlue tickets to anywhere in the Caribbean httpstcoJoKPiINoDP","Very Positive"
"440","JetBlue Also just to tell you there are real costs associated with this to peoples lives a vacation day that wa httpstcoEqLBjLf5UT","Neutral"
"441","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"442","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"443","JetBlue  to Offer AList Experience for All Customers Traveling Through flyLAXairport  Terminal 5 httpstcoUKVTvhJTuS","Neutral"
"444","JetBlue  to Offer AList Experience for All Customers Traveling Through flyLAXairport  Terminal 5 httpstcoJ0ZiasI1At","Neutral"
"445","Shout out to Jetblue folks Jerricka and Eddie They did an amazing job at pleasing this notsohappy flier today httpstcoLneLt7rvvb","Neutral"
"446","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"447","RT AirfareSpot FortLauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcokTWGlGMxCb","Neutral"
"448","JaneDueker Theyre probably on the monthly ski vacation Give JetBlue a call","Neutral"
"449","Check out my TrueBlueBadges Map httpstcoLSLWuM1jV8 TrueBlueBadges JetBlue Happy Birthday Salvador Dali","Positive"
"450","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"451","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"452","Fort Lauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcoN1HvBqBlNV","Neutral"
"453","RT AirfareSpot FortLauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcokTWGlGMxCb","Neutral"
"454","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"455","JetBlue Thanks to all the crewmembers for their passion","Positive"
"456","Check out my TrueBlueBadges Map httpstcotYWDlVK9zJ TrueBlueBadges JetBlue","Neutral"
"457","kolodsofun We can look into that if that happens","Neutral"
"458","FortLauderdale to Cancun Mexico for $189 RT nonstop JetBlue httpstcokTWGlGMxCb","Neutral"
"459","JoshEstrin Thanks for hanging in there with us Josh","Neutral"
"460","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"461","RT JoshEstrin JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"462","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"463","JetBlue   even a delay and cast and crew are still smiling  Flight 0502 deserves a huge bravo  Xo JoshEstrin","Neutral"
"464","JetBlue And if I lose a full day of visiting will you extend the trip at no cost","Neutral"
"465","kolodsofun If we cancel a flight well either rebook you on the next available flight or refund your money","Very Positive"
"466","JetBlue Done  Thank you ����","Neutral"
"467","JetBlue What do you guys do Refund","Positive"
"468","JetBlue And if they cant","Neutral"
"469","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"470","kolodsofun Breaking hearts is not our business Were sorry to hear this and hope our crew can find a solution for you and your party","Neutral"
"471","kolodsofun JetBlue Oh no That really really sucks Im sorry ","Neutral"
"472","JetBlue Also my grandmother is 99 and her heart is literally breaking right now THANK YOU ����","Neutral"
"473","JetBlue Oh I have been and so is everyone else on the canceled flight A family of four traveling with 2 kids unde httpstcok7Y04Af5MJ","Neutral"
"474","kolodsofun Thats really disappointing Lisa Well do our best to get you there Please reach out to our crew","Very Positive"
"475","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"476","Well jetblue youve disappointed me Cancelled flight after two hours of waiting =   My son doesnt meet my grandmother thanks","Neutral"
"477","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"478","JetBlue Named Top 20 Place to Work in Forbes Americas Best Employers of 2017 List for httpstcotgsUggiQzL","Positive"
"479","JetBlue No you wont because you canceled Thanks for nothing","Neutral"
"480","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"481","vanessayvette11 So sorry to hear about your grandmother Vanessa Well get you on your way as soon as we can","Neutral"
"482","JetBlue I may not make it in time to see my grandmother in ICU before she passes bc of you So no theres nothing httpstcoWuDn8SNNo6","Neutral"
"483","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"484","RT MadridBrand JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstcoaLKBa5SydD flyLAXair","Neutral"
"485","JetBlue Every time Ive flown you recently Ive been delayed by hours or canceled because of your faulty planes httpstcolT6fxQ3NoY","Very Negative"
"486","Ya girl is off to ChinaFlying JetBlue for the first timeWell see how it goes","Neutral"
"487","JetBlue to Offer AList Experience for All Customers Traveling Through LAX Terminal 5 httpstcoaLKBa5SydD flyLAXairport ","Neutral"
"488","airlineguys AirlineFlyer flyLAXairport JetBlue T3 was the TWA terminal httpstcoCC6ToBHQgK","Neutral"
"489","erussell AirlineFlyer flyLAXairport JetBlue Will definitely be nicein timeand with some cashmoney being spent","Neutral"
"490","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"491","RT MrScottEddy The people who voted in this were obviously drunk NO WAY would I choose SouthwestAir over JetBlue Travel Airlines","Neutral"
"492","I just earned the Facebook Friend badge TrueBlueBadges httpstco3A8vKeI8jq TrueBlueBadges JetBlue","Neutral"
